Specie	Sample	Filter_1	Filter_2	Depth	Mapping_rate	Strandedness
C. lanatus	SRR9306362	passes the trimming step	used for transcript reconstruction	14350324	78.8624%	SR
C. lanatus	SRR9306363	passes the trimming step	used for transcript reconstruction	14661547	78.9005%	SR
C. lanatus	SRR9306364	passes the trimming step	used for transcript reconstruction	14350296	79.1759%	SR
C. lanatus	SRR9308815	passes the trimming step	used for transcript reconstruction	9825297	75.8425%	SR
C. lanatus	SRR9308816	passes the trimming step	used for transcript reconstruction	12169751	73.5892%	SR
C. lanatus	SRR9308817	passes the trimming step	used for transcript reconstruction	10556165	76.5512%	SR
C. lanatus	SRR9308818	passes the trimming step	used for transcript reconstruction	9881780	75.7118%	SR
C. lanatus	SRR9308819	passes the trimming step	used for transcript reconstruction	12809646	76.1685%	SR
C. lanatus	SRR9308820	passes the trimming step	used for transcript reconstruction	11233762	74.6295%	SR
C. lanatus	SRR9317453	passes the trimming step	used for transcript reconstruction	24709573	69.662%	SR
C. lanatus	SRR9317454	passes the trimming step	used for transcript reconstruction	21840621	61.3895%	SR
C. lanatus	SRR9317455	passes the trimming step	used for transcript reconstruction	18450393	62.0866%	SR
C. lanatus	SRR9317456	passes the trimming step	used for transcript reconstruction	18855440	58.479%	SR
C. lanatus	SRR9317457	passes the trimming step	used for transcript reconstruction	13154751	50.3569%	SR
C. lanatus	SRR9317458	passes the trimming step	used for transcript reconstruction	17971496	41.6074%	SR
C. lanatus	SRR9593734	passes the trimming step	not used for transcript reconstruction	24273175	70.0515%	U
C. lanatus	SRR9593735	passes the trimming step	not used for transcript reconstruction	24184982	70.1686%	U
C. lanatus	SRR9593736	passes the trimming step	not used for transcript reconstruction	23331663	70.5208%	U
C. lanatus	SRR9593737	passes the trimming step	not used for transcript reconstruction	23246132	70.6297%	U
C. lanatus	SRR9593738	passes the trimming step	not used for transcript reconstruction	23258998	70.9243%	U
C. lanatus	SRR9593739	passes the trimming step	not used for transcript reconstruction	23202741	70.9829%	U
C. lanatus	SRR9593740	passes the trimming step	not used for transcript reconstruction	22949112	70.8915%	U
C. lanatus	SRR9593741	passes the trimming step	not used for transcript reconstruction	22831204	70.9965%	U
C. lanatus	SRR9593742	passes the trimming step	not used for transcript reconstruction	23801000	57.9228%	U
C. lanatus	SRR9593743	passes the trimming step	not used for transcript reconstruction	23711786	58.0542%	U
C. lanatus	SRR9593744	passes the trimming step	not used for transcript reconstruction	22474768	69.8574%	U
C. lanatus	SRR9593745	passes the trimming step	not used for transcript reconstruction	22524600	69.6875%	U
C. lanatus	SRR9593746	passes the trimming step	not used for transcript reconstruction	20501721	54.6338%	U
C. lanatus	SRR9593747	passes the trimming step	not used for transcript reconstruction	20558950	54.7115%	U
C. lanatus	SRR9593748	passes the trimming step	not used for transcript reconstruction	19538330	51.385%	U
C. lanatus	SRR9593749	passes the trimming step	not used for transcript reconstruction	19612294	51.4281%	U
C. lanatus	SRR9593750	passes the trimming step	not used for transcript reconstruction	22995145	63.1031%	U
C. lanatus	SRR9593751	passes the trimming step	not used for transcript reconstruction	23063684	63.0879%	U
C. lanatus	SRR9593752	passes the trimming step	not used for transcript reconstruction	22124977	63.4569%	U
C. lanatus	SRR9593753	passes the trimming step	not used for transcript reconstruction	22169039	63.4843%	U
C. lanatus	SRR9593754	passes the trimming step	not used for transcript reconstruction	20346250	71.6419%	U
C. lanatus	SRR9593755	passes the trimming step	not used for transcript reconstruction	20323655	71.5814%	U
C. lanatus	SRR9593756	passes the trimming step	not used for transcript reconstruction	23604644	71.1614%	U
C. lanatus	SRR9593757	passes the trimming step	not used for transcript reconstruction	23679924	71.0728%	U
C. lanatus	SRR9593758	passes the trimming step	not used for transcript reconstruction	20756993	69.6738%	U
C. lanatus	SRR9593759	passes the trimming step	not used for transcript reconstruction	20798893	69.5358%	U
C. lanatus	SRR9593760	passes the trimming step	not used for transcript reconstruction	22234858	71.4519%	U
C. lanatus	SRR9593761	passes the trimming step	not used for transcript reconstruction	22231824	71.3561%	U
C. lanatus	SRR9593762	passes the trimming step	not used for transcript reconstruction	25191289	70.9735%	U
C. lanatus	SRR9593763	passes the trimming step	not used for transcript reconstruction	25254172	70.8465%	U
C. lanatus	SRR9593764	passes the trimming step	not used for transcript reconstruction	26263935	69.5623%	U
C. lanatus	SRR9593765	passes the trimming step	not used for transcript reconstruction	26355344	69.4865%	U
C. lanatus	SRR9593766	passes the trimming step	not used for transcript reconstruction	22976384	65.9142%	U
C. lanatus	SRR9593767	passes the trimming step	not used for transcript reconstruction	23051969	65.849%	U
C. lanatus	SRR9593768	passes the trimming step	not used for transcript reconstruction	23967424	62.3581%	U
C. lanatus	SRR9593769	passes the trimming step	not used for transcript reconstruction	23942570	62.4315%	U
